MarriedID,EmpStatusID,FromDiversityJobFairID,Salary,Termd,State,Sex,HispanicLatino,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,DaysLateLast30,Absences,Internal_Transfer_Request,Avg_Overtime_Hours,Distance_From_Home_Km,Remote_Work_Frequency,Age,Tenure_Years,Years_Since_Last_Review,MaritalDesc_Married,MaritalDesc_Separated,MaritalDesc_Single,MaritalDesc_Widowed,CitizenDesc_Non-Citizen,CitizenDesc_US Citizen,RaceDesc_Asian,RaceDesc_Black or African American,RaceDesc_Hispanic,RaceDesc_Two or more races,RaceDesc_White,EmploymentStatus_Terminated for Cause,EmploymentStatus_Voluntarily Terminated,Department_Executive Office,Department_IT/IS,Department_Production       ,Department_Sales,Department_Software Engineering,Position_Administrative Assistant,Position_Area Sales Manager,Position_BI Developer,Position_BI Director,Position_CIO,Position_Data Analyst,Position_Data Analyst ,Position_Data Architect,Position_Database Administrator,Position_Director of Operations,Position_Director of Sales,Position_Enterprise Architect,Position_IT Director,Position_IT Manager - DB,Position_IT Manager - Infra,Position_IT Manager - Support,Position_IT Support,Position_Network Engineer,Position_President & CEO,Position_Principal Data Architect,Position_Production Manager,Position_Production Technician I,Position_Production Technician II,Position_Sales Manager,Position_Senior BI Developer,Position_Shared Services Manager,Position_Software Engineer,Position_Software Engineering Manager,Position_Sr. Accountant,Position_Sr. DBA,Position_Sr. Network Engineer,RecruitmentSource_Diversity Job Fair,RecruitmentSource_Employee Referral,RecruitmentSource_Google Search,RecruitmentSource_Indeed,RecruitmentSource_LinkedIn,RecruitmentSource_On-line Web application,RecruitmentSource_Other,RecruitmentSource_Website,PerformanceScore_Fully Meets,PerformanceScore_Needs Improvement,PerformanceScore_PIP
1,5,1,54670,1,MA,0,1,4.2,4,0,0,12,0.0,13.7,6.0,0,-48,6.006844626967831,10.124572210814511,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,5,1,47211,1,MA,1,1,4.2,3,0,0,15,0.0,7.3,17.7,0,-48,4.465434633812457,9.859000684462696,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,1,1,92328,0,TX,1,0,4.28,4,5,0,9,0.0,13.6,38.3,4,38,11.345653661875428,7.052703627652293,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,1,0,58709,0,MA,1,0,4.6,4,0,0,7,0.0,6.9,33.2,0,43,14.067077344284737,7.082819986310746,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,5,0,52505,1,MA,1,0,5.0,5,0,0,1,0.0,5.1,25.9,0,49,4.531143052703627,9.037645448323067,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0,4,0,57834,1,MA,1,0,5.0,4,0,0,20,0.0,1.0,29.4,0,45,6.450376454483231,8.944558521560575,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,2,0,70131,0,MA,0,0,4.4,3,0,0,16,0.0,13.9,30.3,0,-40,9.650924024640657,7.167693360711842,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,1,0,59026,0,MA,0,0,5.0,5,0,0,12,0.0,1.3,22.6,0,-44,14.948665297741274,7.167693360711842,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,4,0,110000,1,MA,0,1,4.5,4,5,0,8,0.0,3.8,49.5,4,40,1.1827515400410678,11.16495550992471,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,3,0,53250,0,MA,1,0,4.2,4,0,0,13,0.0,1.9,33.3,0,47,12.687200547570157,7.175906913073238,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,1,0,51044,0,MA,1,1,5.0,3,0,0,13,0.0,0.9,4.6,0,-44,13.952087611225188,7.167693360711842,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,1,0,64919,0,MA,0,0,4.2,3,0,0,2,0.0,7.4,7.6,1,-32,12.572210814510608,7.17864476386037,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,1,0,62910,0,MA,0,0,5.0,3,0,0,19,0.0,5.1,30.2,1,37,11.690622861054072,7.047227926078029,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1,0,66441,0,MA,0,0,2.0,3,0,2,3,0.0,9.6,41.0,0,36,14.948665297741274,7.047227926078029,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,5,0,57815,1,MA,0,0,4.8,5,0,0,5,0.0,0.9,16.3,0,-41,3.2306639288158796,12.032854209445585,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,4,0,103613,1,CT,1,0,3.5,5,7,0,2,0.0,7.5,28.4,4,-38,2.004106776180698,10.179329226557153,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
1,1,1,106367,0,MA,0,0,5.0,4,3,0,4,0.0,7.5,26.7,2,39,11.077344284736482,7.0718685831622174,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
0,5,0,74312,1,MA,1,0,3.39,3,0,0,14,0.0,12.5,25.8,0,-44,0.8514715947980835,12.06570841889117,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,5,0,53492,1,MA,0,0,3.35,4,0,0,6,0.0,9.1,37.8,1,36,1.2019164955509924,13.032169746748803,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,1,1,63000,0,MA,0,0,4.5,2,6,0,14,0.0,13.4,15.7,1,39,17.38261464750171,7.1649555099247095,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,1,0,65288,0,MA,1,0,3.19,3,0,0,9,0.0,0.7,20.8,0,43,11.460643394934976,7.1184120465434635,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,3,1,64375,0,MA,0,0,3.5,5,0,0,17,0.0,7.5,47.8,0,-43,12.342231348391513,7.148528405201916,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,5,0,74326,1,VA,0,0,3.14,5,0,1,19,0.0,2.6,37.5,3,-38,2.965092402464066,13.092402464065708,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,1,0,63763,0,MA,0,0,4.51,4,0,0,3,0.0,12.0,24.3,0,46,14.028747433264886,7.063655030800821,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,1,0,62162,0,MA,1,0,3.25,5,0,0,15,0.0,10.3,27.0,0,49,14.948665297741274,7.167693360711842,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,1,0,77692,0,MA,1,0,3.84,3,5,0,4,0.0,3.1,29.0,4,-40,14.584531143052704,7.148528405201916,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,1,0,72640,0,MA,1,0,5.0,3,0,0,14,0.0,6.5,34.2,0,43,10.130047912388775,7.060917180013689,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1,0,93396,0,MA,0,0,4.96,4,6,0,3,0.0,1.7,37.2,4,39,12.342231348391513,7.123887748117728,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,1,0,52846,0,MA,1,0,4.43,3,0,0,14,0.0,10.5,7.8,0,43,11.958932238193018,7.1184120465434635,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,2,0,100031,0,MA,0,0,5.0,5,6,0,7,0.0,9.3,34.5,4,40,9.708418891170432,7.0718685831622174,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
0,1,0,71860,0,VT,0,0,5.0,5,0,0,7,0.0,10.1,48.2,3,-37,11.575633127994525,7.148528405201916,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,1,0,61656,0,MA,0,0,5.0,4,0,0,11,0.0,3.2,15.4,1,-25,11.460643394934976,7.08829568788501,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,1,0,110929,0,MA,1,0,4.5,5,7,0,8,0.0,13.0,22.6,2,-46,9.522245037645447,7.1649555099247095,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,1,0,54237,0,MA,0,0,3.3,4,0,0,11,0.0,11.7,22.9,0,47,11.84394250513347,7.069130732375085,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,1,0,60380,0,MA,1,0,3.8,5,0,0,4,0.0,4.0,40.7,1,43,12.687200547570157,7.167693360711842,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,1,0,66808,0,TX,1,0,3.0,5,0,0,17,0.0,11.9,37.5,2,-44,13.83709787816564,7.15400410677618,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,5,0,64786,1,MA,0,0,4.3,4,0,0,3,0.0,13.6,6.2,0,43,4.386036960985626,11.017111567419576,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,1,0,64816,0,MA,0,0,3.58,5,0,0,3,0.0,7.3,14.2,0,38,14.45037645448323,7.123887748117728,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,1,0,68678,0,MA,1,0,4.7,3,6,0,2,0.0,0.5,13.3,5,41,13.52498288843258,7.047227926078029,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,5,0,64066,1,MA,0,0,4.2,5,0,0,9,0.0,7.4,32.8,0,45,1.648186173853525,13.867214236824093,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,5,0,59369,1,MA,1,0,4.2,4,0,0,6,0.0,14.5,43.6,1,48,1.0732375085557837,14.86652977412731,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,2,0,50373,0,MA,1,0,4.1,4,0,0,5,0.0,8.1,12.9,0,46,9.69199178644764,7.044490075290897,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,1,0,63108,0,MA,1,0,4.4,5,0,0,3,0.0,5.3,25.5,0,49,12.687200547570157,7.167693360711842,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,4,0,59144,1,MA,1,0,2.0,3,0,5,16,0.0,1.0,34.1,0,47,5.204654346338125,9.872689938398358,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,1,0,68051,0,MA,1,0,4.13,2,0,3,3,0.0,9.7,5.5,0,-49,15.655030800821356,7.167693360711842,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,170500,0,MA,1,0,3.7,5,0,0,15,0.0,7.6,28.1,0,43,17.190965092402465,7.110198494182067,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1,0,63381,0,MA,0,1,4.73,5,0,0,6,0.0,5.8,27.8,0,49,11.19233401779603,7.082819986310746,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,1,0,83552,0,MA,1,0,3.04,3,6,0,2,0.0,10.3,45.9,2,40,10.962354551676933,7.145790554414784,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,2,0,56149,0,MA,0,0,4.12,5,0,0,15,0.0,0.5,26.0,1,39,9.69199178644764,7.129363449691992,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,1,0,92329,0,CT,1,0,5.0,3,4,0,5,0.0,0.6,5.0,3,-39,11.345653661875428,7.200547570157426,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0,1,0,65729,0,VT,0,0,4.62,4,0,0,8,0.0,4.2,31.5,3,36,11.863107460643395,7.14031485284052,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,3,0,85028,0,CT,0,0,3.1,5,8,0,19,0.0,6.4,10.6,2,-26,11.345653661875428,7.08829568788501,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
1,1,0,57583,0,MA,0,0,5.0,3,0,0,1,0.0,13.3,26.6,0,48,13.702943189596168,7.052703627652293,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,1,0,56294,0,MA,1,0,3.96,4,0,0,6,0.0,0.1,32.2,0,47,14.354551676933607,7.047227926078029,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
1,1,0,56991,0,MA,1,0,4.3,4,3,2,2,0.0,1.4,5.3,0,38,7.685147159479809,7.121149897330596,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,5,0,55722,1,MA,1,0,5.0,4,0,0,14,0.0,1.7,8.0,1,49,5.065023956194388,9.952087611225188,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,1,0,101199,0,MA,0,0,3.79,5,5,0,8,0.0,1.9,13.1,2,47,14.182067077344286,7.137577002053388,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
